ko	pathway	ERR1995211_bin.1	ERR1995211_bin.10	ERR1995211_bin.11	ERR1995211_bin.12	ERR1995211_bin.13	ERR1995211_bin.14	ERR1995211_bin.15	ERR1995211_bin.16	ERR1995211_bin.17	ERR1995211_bin.18	ERR1995211_bin.19	ERR1995211_bin.2	ERR1995211_bin.20	ERR1995211_bin.21	ERR1995211_bin.22	ERR1995211_bin.23	ERR1995211_bin.24	ERR1995211_bin.25	ERR1995211_bin.26	ERR1995211_bin.27	ERR1995211_bin.28	ERR1995211_bin.29	ERR1995211_bin.3	ERR1995211_bin.30	ERR1995211_bin.31	ERR1995211_bin.32	ERR1995211_bin.4	ERR1995211_bin.5	ERR1995211_bin.6	ERR1995211_bin.7	ERR1995211_bin.8	ERR1995211_bin.9
ko00998	Biosynthesis of various antibiotics	21	10	21	14	19	14	18	22	21	20	12	20	16	21	20	16	23	21	10	14	13	21	21	19	23	16	20	20	16	19	22	13
ko00999	Biosynthesis of various plant secondary metabolites	11	6	10	5	6	7	4	10	7	6	7	7	6	7	7	7	8	6	6	6	7	11	5	8	6	3	11	8	6	6	6	5
ko01040	Biosynthesis of unsaturated fatty acids	3	2	3	5	6	3	6	3	3	4	5	6	4	4	4	3	3	2	6	4	5	4	3	3	5	0	5	5	6	3	3	5
ko01051	Biosynthesis of ansamycins	10	8	10	8	8	8	7	7	7	5	9	7	6	6	9	8	9	7	8	7	6	7	9	8	10	4	9	7	8	7	9	9
ko01052	Type I polyketide structures	14	14	15	5	5	4	13	5	3	2	6	5	11	5	6	5	7	4	8	11	5	5	6	13	14	3	6	6	6	13	7	6
ko01053	Biosynthesis of siderophore group nonribosomal peptides	10	6	11	9	8	8	10	10	11	7	5	12	6	11	9	3	5	10	9	10	5	10	8	10	11	2	7	7	8	8	10	8
ko01054	Nonribosomal peptide structures	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1
ko01055	Biosynthesis of vancomycin group antibiotics	9	12	12	9	10	4	9	10	6	10	8	10	6	8	8	4	6	5	7	10	9	6	5	10	12	5	8	11	10	8	8	6
ko01056	Biosynthesis of type II polyketide backbone	4	5	4	2	4	2	4	4	4	3	3	4	2	4	4	4	2	4	1	4	4	4	4	4	4	4	4	4	2	4	4	2
ko01057	Biosynthesis of type II polyketide products	16	19	17	13	17	16	16	13	16	17	18	17	15	15	17	18	20	12	21	16	19	17	22	18	17	13	14	19	14	20	14	15
ko01059	Biosynthesis of enediyne antibiotics	20	21	26	11	19	15	24	16	18	15	14	20	14	18	20	13	15	18	15	20	16	26	16	19	21	14	14	14	13	16	18	7
ko01100	Metabolic pathways	1772	1557	1837	1225	1600	1446	1503	1563	1575	1484	1303	1617	1344	1567	1572	1454	1364	1370	1448	1586	1574	1636	1551	1686	1746	973	1481	1620	1357	1482	1549	1302
ko01110	Biosynthesis of secondary metabolites	792	686	823	548	716	670	727	720	718	672	553	766	591	725	697	640	623	671	663	731	674	756	733	799	818	463	652	747	583	640	718	561
ko01120	Microbial metabolism in diverse environments	582	562	608	401	528	474	503	505	548	488	462	529	432	544	494	527	441	441	508	532	558	521	515	557	580	289	517	527	493	524	492	473
ko01200	Carbon metabolism	217	178	223	155	183	169	179	186	193	176	166	184	164	193	176	187	156	162	183	186	199	190	186	202	209	114	187	193	189	188	186	171
ko01210	2-Oxocarboxylic acid metabolism	51	47	51	26	52	51	29	49	53	52	36	53	47	53	53	42	52	53	49	49	52	49	53	50	50	17	43	53	35	37	50	34
ko01212	Fatty acid metabolism	36	34	39	33	41	13	35	39	32	36	36	43	13	35	27	29	16	28	34	37	41	28	29	40	40	23	42	44	34	35	35	32
ko01220	Degradation of aromatic compounds	84	79	89	49	75	68	84	77	65	60	62	67	59	71	62	70	65	55	64	83	70	72	59	89	88	44	76	71	77	78	78	62
ko01230	Biosynthesis of amino acids	191	176	198	130	189	177	150	194	189	181	128	190	168	194	191	179	180	186	174	182	189	192	187	191	194	103	159	187	144	151	189	151
ko01232	Nucleotide metabolism	54	52	58	57	63	45	51	50	56	49	57	61	51	57	49	57	48	43	61	46	61	53	59	53	53	44	58	61	59	59	52	59
ko01240	Biosynthesis of cofactors	237	213	244	162	201	186	223	210	209	190	143	233	178	218	206	182	158	195	210	211	209	217	216	223	234	106	181	202	150	166	213	182
ko01250	Biosynthesis of nucleotide sugars	118	107	131	92	121	111	115	118	109	121	89	123	104	100	117	84	111	106	76	110	90	112	113	120	131	99	103	131	102	100	121	64
ko01501	beta-Lactam resistance	4	3	3	4	4	4	5	4	4	3	4	5	4	3	4	6	5	5	4	7	4	7	4	8	9	3	4	6	4	3	4	2
ko01502	Vancomycin resistance	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
ko01503	Cationic antimicrobial peptide (CAMP) resistance	10	10	11	7	8	7	10	10	7	8	6	8	8	7	7	4	7	9	6	8	7	10	7	10	10	8	8	10	6	7	9	6
ko01521	EGFR tyrosine kinase inhibitor resistance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko01522	Endocrine resistance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko01523	Antifolate resistance	4	4	4	2	4	4	4	3	3	2	0	4	3	4	4	4	2	2	4	4	4	4	3	4	4	2	4	2	3	3	2	3
ko01524	Platinum drug resistance	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ko02010	ABC transporters	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ko02020	Two-component system	23	27	27	23	18	18	27	25	18	18	17	19	15	19	19	19	17	15	17	20	12	26	19	29	25	9	18	21	15	22	25	18
ko02024	Quorum sensing	17	15	21	13	16	15	15	21	18	15	11	18	15	19	16	11	11	12	13	17	14	19	17	19	19	6	14	16	12	11	20	12
ko02025	Biofilm formation - Pseudomonas aeruginosa	8	7	8	6	7	5	8	8	8	7	5	9	5	8	7	6	3	6	5	7	6	8	7	8	9	5	7	6	4	5	8	5
ko02026	Biofilm formation - Escherichia coli	1	1	2	2	4	3	2	3	4	4	2	4	2	3	4	4	3	3	2	1	4	3	3	3	3	2	2	4	3	2	3	3
ko02030	Bacterial chemotaxis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko02040	Flagellar assembly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko02060	Phosphotransferase system (PTS)	1	30	1	1	16	1	1	3	22	40	14	11	2	21	22	52	1	10	1	3	22	3	11	1	1	7	1	22	1	24	3	1
ko03008	Ribosome biogenesis in eukaryotes	1	0	1	1	1	0	1	1	1	0	0	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0
ko03010	Ribosome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013	Nucleocytoplasmic transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03015	mRNA surveillance pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03018	RNA degradation	3	2	3	2	3	2	3	3	3	3	2	3	3	3	3	3	2	3	2	3	3	3	3	3	3	3	2	3	2	3	2	2
ko03020	RNA polymerase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03022	Basal transcription factors	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03030	DNA replication	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
ko03040	Spliceosome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03050	Proteasome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03060	Protein export	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03070	Bacterial secretion system	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03230	Viral genome structure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03240	Viral replication	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	0	0
ko03250	Viral life cycle - HIV-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03320	PPAR signaling pathway	7	5	7	7	7	5	7	7	5	8	8	9	5	6	3	2	2	3	8	6	7	5	5	7	7	1	7	9	7	5	7	6
ko03410	Base excision repair	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ko03420	Nucleotide excision repair	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ko03430	Mismatch repair	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ko03440	Homologous recombination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03450	Non-homologous end-joining	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03460	Fanconi anemia pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04010	MAPK signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04011	MAPK signaling pathway - yeast	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ko04012	ErbB signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04013	MAPK signaling pathway - fly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04014	Ras signaling pathway	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	0	0	0	1	0	1	1	0
ko04015	Rap1 signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04016	MAPK signaling pathway - plant	1	2	3	1	2	1	2	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	2	0	1	1	1	1	1	1
ko04020	Calcium signaling pathway	0	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1
ko04022	cGMP-PKG signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04024	cAMP signaling pathway	1	0	1	2	2	0	2	1	1	2	2	2	1	1	0	0	1	0	2	1	2	1	1	0	1	0	1	2	1	0	1	1
ko04060	Cytokine-cytokine receptor interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04061	Viral protein interaction with cytokine and cytokine receptor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04062	Chemokine signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04064	NF-kappa B signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04066	HIF-1 signaling pathway	7	6	9	6	6	7	7	6	5	5	5	8	8	7	7	7	5	8	7	6	8	8	7	6	7	8	5	6	7	7	5	6
ko04068	FoxO signaling pathway	0	0	1	0	2	2	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
ko04070	Phosphatidylinositol signaling system	5	4	5	6	3	2	5	2	2	2	2	2	2	3	2	2	3	1	3	5	6	5	3	5	5	3	2	2	5	5	2	3
ko04071	Sphingolipid signaling pathway	2	1	3	4	2	2	3	3	2	3	4	2	2	2	4	1	3	0	4	1	3	4	2	1	3	0	1	2	3	1	4	3
ko04072	Phospholipase D signaling pathway	3	1	4	4	4	3	4	4	3	4	4	3	3	4	3	3	2	1	3	3	4	4	3	2	2	0	2	3	3	3	4	3
ko04075	Plant hormone signal transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04080	Neuroactive ligand-receptor interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04110	Cell cycle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04111	Cell cycle - yeast	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112	Cell cycle - Caulobacter	2	2	2	2	3	2	2	1	3	3	3	3	2	3	3	3	3	2	3	2	3	2	3	2	2	2	2	2	2	2	2	2
ko04113	Meiosis - yeast	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04114	Oocyte meiosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04115	p53 signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04120	Ubiquitin mediated proteolysis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04122	Sulfur relay system	8	14	8	7	9	10	9	9	10	10	11	9	10	10	11	13	10	10	11	8	11	9	9	9	10	4	13	11	9	9	9	9
ko04130	SNARE interactions in vesicular transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04136	Autophagy - other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04137	Mitophagy - animal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04138	Autophagy - yeast	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04139	Mitophagy - yeast	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04140	Autophagy - animal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04141	Protein processing in endoplasmic reticulum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04142	Lysosome	12	1	11	2	9	11	3	11	0	2	3	3	1	3	5	1	2	1	1	4	4	12	1	12	6	0	0	7	2	4	6	2
ko04144	Endocytosis	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	0	0	0	1	0	0	1	0
ko04145	Phagosome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04146	Peroxisome	7	11	11	11	11	11	8	8	8	12	15	10	11	12	6	8	6	7	11	9	8	9	8	10	13	3	11	12	14	8	8	13
ko04150	mTOR signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04151	PI3K-Akt signaling pathway	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04152	AMPK signaling pathway	1	1	2	2	1	3	1	1	1	1	2	2	3	2	1	1	1	2	3	1	2	2	1	1	2	2	1	1	2	2	1	2
ko04210	Apoptosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04211	Longevity regulating pathway	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ko04212	Longevity regulating pathway - worm	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0
ko04213	Longevity regulating pathway - multiple species	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ko04214	Apoptosis - fly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04215	Apoptosis - multiple species	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04216	Ferroptosis	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2
ko04217	Necroptosis	2	2	3	2	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	1	3	3	2	3	3	3
ko04218	Cellular senescence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04260	Cardiac muscle contraction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04261	Adrenergic signaling in cardiomyocytes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04270	Vascular smooth muscle contraction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04310	Wnt signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04320	Dorso-ventral axis formation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04330	Notch signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04340	Hedgehog signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04341	Hedgehog signaling pathway - fly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04350	TGF-beta signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04360	Axon guidance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04361	Axon regeneration	2	0	1	1	2	1	1	1	1	1	2	2	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1
ko04370	VEGF signaling pathway	0	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1
ko04371	Apelin signaling pathway	0	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1
ko04380	Osteoclast differentiation	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0
ko04390	Hippo signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04391	Hippo signaling pathway - fly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04392	Hippo signaling pathway - multiple species	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04510	Focal adhesion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04512	ECM-receptor interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04514	Cell adhesion molecules	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04520	Adherens junction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04530	Tight junction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04540	Gap junction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04550	Signaling pathways regulating pluripotency of stem cells	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04610	Complement and coagulation cascades	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04611	Platelet activation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04612	Antigen processing and presentation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04613	Neutrophil extracellular trap formation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04614	Renin-angiotensin system	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04620	Toll-like receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04621	NOD-like receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04622	RIG-I-like receptor signaling pathway	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ko04623	Cytosolic DNA-sensing pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04624	Toll and Imd signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04625	C-type lectin receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04626	Plant-pathogen interaction	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
ko04630	JAK-STAT signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04640	Hematopoietic cell lineage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04650	Natural killer cell mediated cytotoxicity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04657	IL-17 signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04658	Th1 and Th2 cell differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04659	Th17 cell differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04660	T cell receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04662	B cell receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04664	Fc epsilon RI signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04666	Fc gamma R-mediated phagocytosis	1	0	2	2	2	1	2	2	1	2	2	1	1	2	1	1	2	0	2	1	2	2	1	0	1	0	1	1	1	1	2	1
ko04668	TNF signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04670	Leukocyte transendothelial migration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04672	Intestinal immune network for IgA production	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04710	Circadian rhythm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04711	Circadian rhythm - fly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04712	Circadian rhythm - plant	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04713	Circadian entrainment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04714	Thermogenesis	3	2	2	2	1	2	3	3	2	2	2	2	2	2	1	1	1	2	2	2	1	2	2	3	1	0	2	2	2	2	3	2
ko04720	Long-term potentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04721	Synaptic vesicle cycle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
